CIPCODE,CIPDESC,CREDLEV,CREDDESC,Duplicate
1505,Environmental Control Technologies/Technicians.,8,Graduate/Professional Certificate,15058
1512,Computer Engineering Technologies/Technicians.,5,Master's Degree,15125
4010,Materials Sciences.,8,Graduate/Professional Certificate,40108
3906,Theological and Ministerial Studies.,4,Post-baccalaureate Certificate,39064
1501,Architectural Engineering Technologies/Technicians.,3,Bachelors Degree,15013
1435,Industrial Engineering.,2,Associate's Degree,14352
1515,Engineering-Related Fields.,1,Undergraduate Certificate or Diploma,15151
5123,Rehabilitation and Therapeutic Professions.,1,Undergraduate Certificate or Diploma,51231
4099,"Physical Sciences, Other.",2,Associate's Degree,40992
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",3,Bachelors Degree,43993
405,Interior Architecture.,2,Associate's Degree,4052
1102,Computer Programming.,8,Graduate/Professional Certificate,11028
1405,Biomedical/Medical Engineering.,1,Undergraduate Certificate or Diploma,14051
4101,Biology Technician/Biotechnology Laboratory Technician.,3,Bachelors Degree,41013
4302,Fire Protection.,8,Graduate/Professional Certificate,43028
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",8,Graduate/Professional Certificate,43998
405,Interior Architecture.,1,Undergraduate Certificate or Diploma,4051
105,Agricultural and Domestic Animal Services.,4,Post-baccalaureate Certificate,1054
5208,Finance and Financial Management Services.,4,Post-baccalaureate Certificate,52084
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",4,Post-baccalaureate Certificate,43994
1309,Social and Philosophical Foundations of Education.,8,Graduate/Professional Certificate,13098
1422,Naval Architecture and Marine Engineering.,3,Bachelors Degree,14223
1405,Biomedical/Medical Engineering.,8,Graduate/Professional Certificate,14058
1407,Chemical Engineering.,8,Graduate/Professional Certificate,14078
1412,Engineering Physics.,8,Graduate/Professional Certificate,14128
1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.",8,Graduate/Professional Certificate,16048
1605,"Germanic Languages, Literatures, and Linguistics.",8,Graduate/Professional Certificate,16058
1612,"Classics and Classical Languages, Literatures, and Linguistics.",8,Graduate/Professional Certificate,16128
2610,Pharmacology and Toxicology.,8,Graduate/Professional Certificate,26108
4002,Astronomy and Astrophysics.,8,Graduate/Professional Certificate,40028
3401,Health-Related Knowledge and Skills.,1,Undergraduate Certificate or Diploma,34011
104,Agricultural and Food Products Processing.,2,Associate's Degree,1042
1405,Biomedical/Medical Engineering.,2,Associate's Degree,14052
1437,Operations Research.,2,Associate's Degree,14372
2399,"English Language and Literature/Letters, Other.",1,Undergraduate Certificate or Diploma,23991
1314,Teaching English or French as a Second or Foreign Language.,3,Bachelors Degree,13143
3012,Historic Preservation and Conservation.,3,Bachelors Degree,30123
106,Applied Horticulture and Horticultural Business Services.,5,Master's Degree,1065
1424,Ocean Engineering.,5,Master's Degree,14245
1424,Ocean Engineering.,6,Doctoral Degree,14246
1499,"Engineering, Other.",4,Post-baccalaureate Certificate,14994
3012,Historic Preservation and Conservation.,4,Post-baccalaureate Certificate,30124
3012,Historic Preservation and Conservation.,6,Doctoral Degree,30126
3014,Museology/Museum Studies.,4,Post-baccalaureate Certificate,30144
4008,Physics.,4,Post-baccalaureate Certificate,40084
4303,Homeland Security.,6,Doctoral Degree,43036
5100,"Health Services/Allied Health/Health Sciences, General.",4,Post-baccalaureate Certificate,51004
5207,Entrepreneurial and Small Business Operations.,4,Post-baccalaureate Certificate,52074
5219,"Specialized Sales, Merchandising and Marketing Operations.",4,Post-baccalaureate Certificate,52194
4202,Clinical Psychology.,3,Bachelors Degree,42023
2999,"Military Technologies and Applied Sciences, Other.",5,Master's Degree,29995
1002,Audiovisual Communications Technologies/Technicians.,8,Graduate/Professional Certificate,10028
1307,International and Comparative Education.,5,Master's Degree,13075
3030,Computational Science.,3,Bachelors Degree,30303
5215,Real Estate.,8,Graduate/Professional Certificate,52158
499,"Architecture and Related Services, Other.",7,First Professional Degree,4997
1101,"Computer and Information Sciences, General.",7,First Professional Degree,11017
1906,Housing and Human Environments.,7,First Professional Degree,19067
2501,Library Science and Administration.,7,First Professional Degree,25017
4510,Political Science and Government.,7,First Professional Degree,45107
1616,American Sign Language.,6,Doctoral Degree,16166
106,Applied Horticulture and Horticultural Business Services.,8,Graduate/Professional Certificate,1068
910,Publishing.,5,Master's Degree,9105
1199,"Computer and Information Sciences and Support Services, Other.",8,Graduate/Professional Certificate,11998
1307,International and Comparative Education.,8,Graduate/Professional Certificate,13078
1515,Engineering-Related Fields.,7,First Professional Degree,15157
2203,Legal Support Services.,5,Master's Degree,22035
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",8,Graduate/Professional Certificate,51098
5299,"Business, Management, Marketing, and Related Support Services, Other.",6,Doctoral Degree,52996
1107,Computer Science.,4,Post-baccalaureate Certificate,11074
2602,"Biochemistry, Biophysics and Molecular Biology.",7,First Professional Degree,26027
2609,"Physiology, Pathology and Related Sciences.",7,First Professional Degree,26097
2615,Neurobiology and Neurosciences.,7,First Professional Degree,26157
1105,Computer Systems Analysis.,6,Doctoral Degree,11056
1105,Computer Systems Analysis.,8,Graduate/Professional Certificate,11058
1606,Modern Greek Language and Literature.,3,Bachelors Degree,16063
5105,Advanced/Graduate Dentistry and Oral Sciences.,3,Bachelors Degree,51053
901,Communication and Media Studies.,4,Post-baccalaureate Certificate,9014
2301,"English Language and Literature, General.",4,Post-baccalaureate Certificate,23014
2703,Applied Mathematics.,4,Post-baccalaureate Certificate,27034
2705,Statistics.,4,Post-baccalaureate Certificate,27054
4005,Chemistry.,4,Post-baccalaureate Certificate,40054
4407,Social Work.,4,Post-baccalaureate Certificate,44074
4502,Anthropology.,4,Post-baccalaureate Certificate,45024
5209,Hospitality Administration/Management.,4,Post-baccalaureate Certificate,52094
5209,Hospitality Administration/Management.,6,Doctoral Degree,52096
1402,"Aerospace, Aeronautical and Astronautical Engineering.",2,Associate's Degree,14022
4004,Atmospheric Sciences and Meteorology.,1,Undergraduate Certificate or Diploma,40041
4706,Vehicle Maintenance and Repair Technologies.,5,Master's Degree,47065
4901,Air Transportation.,6,Doctoral Degree,49016
4901,Air Transportation.,8,Graduate/Professional Certificate,49018
100,"Agriculture, General.",6,Doctoral Degree,1006
2601,"Biology, General.",7,First Professional Degree,26017
4005,Chemistry.,7,First Professional Degree,40057
4501,"Social Sciences, General.",7,First Professional Degree,45017
1424,Ocean Engineering.,3,Bachelors Degree,14243
1438,Surveying Engineering.,3,Bachelors Degree,14383
6005,Medical Residency Programs - Subspecialty Certificates.,1,Undergraduate Certificate or Diploma,60051
1510,Construction Engineering Technologies.,8,Graduate/Professional Certificate,15108
5112,Medicine.,8,Graduate/Professional Certificate,51128
2202,Legal Research and Advanced Professional Studies.,3,Bachelors Degree,22023
403,"City/Urban, Community and Regional Planning.",4,Post-baccalaureate Certificate,4034
1410,"Electrical, Electronics and Communications Engineering.",4,Post-baccalaureate Certificate,14104
1901,"Family and Consumer Sciences/Human Sciences, General.",6,Doctoral Degree,19016
2705,Statistics.,1,Undergraduate Certificate or Diploma,27051
3105,Health and Physical Education/Fitness.,4,Post-baccalaureate Certificate,31054
4901,Air Transportation.,4,Post-baccalaureate Certificate,49014
5217,Insurance.,5,Master's Degree,52175
101,Agricultural Business and Management.,7,First Professional Degree,1017
104,Agricultural and Food Products Processing.,3,Bachelors Degree,1043
111,Plant Sciences.,7,First Professional Degree,1117
112,Soil Sciences.,8,Graduate/Professional Certificate,1128
303,Fishing and Fisheries Sciences and Management.,8,Graduate/Professional Certificate,3038
305,Forestry.,7,First Professional Degree,3057
406,Landscape Architecture.,6,Doctoral Degree,4066
502,"Ethnic, Cultural Minority, Gender, and Group Studies.",7,First Professional Degree,5027
901,Communication and Media Studies.,7,First Professional Degree,9017
1303,Curriculum and Instruction.,7,First Professional Degree,13037
1510,Construction Engineering Technologies.,6,Doctoral Degree,15106
2699,"Biological and Biomedical Sciences, Other.",7,First Professional Degree,26997
3099,"Multi/Interdisciplinary Studies, Other.",7,First Professional Degree,30997
5124,Veterinary Medicine.,5,Master's Degree,51245
5125,Veterinary Biomedical and Clinical Sciences.,8,Graduate/Professional Certificate,51258
5203,Accounting and Related Services.,7,First Professional Degree,52037
5215,Real Estate.,7,First Professional Degree,52157
1001,Communications Technology/Technician.,3,Bachelors Degree,10013
3903,Missions/Missionary Studies and Missiology.,2,Associate's Degree,39032
3903,Missions/Missionary Studies and Missiology.,4,Post-baccalaureate Certificate,39034
3999,"Theology and Religious Vocations, Other.",4,Post-baccalaureate Certificate,39994
5116,Nursing.,3,Bachelors Degree,51163
1505,Environmental Control Technologies/Technicians.,3,Bachelors Degree,15053
408,Architectural History and Criticism.,1,Undergraduate Certificate or Diploma,4081
408,Architectural History and Criticism.,4,Post-baccalaureate Certificate,4084
5132,Bioethics/Medical Ethics.,3,Bachelors Degree,51323
3005,Peace Studies and Conflict Resolution.,1,Undergraduate Certificate or Diploma,30051
3005,Peace Studies and Conflict Resolution.,6,Doctoral Degree,30056
3028,Dispute Resolution.,6,Doctoral Degree,30286
3032,Marine Sciences.,8,Graduate/Professional Certificate,30328
5117,Optometry.,6,Doctoral Degree,51176
5119,Osteopathic Medicine/Osteopathy.,6,Doctoral Degree,51196
5211,International Business.,6,Doctoral Degree,52116
5214,Marketing.,4,Post-baccalaureate Certificate,52144
5218,"General Sales, Merchandising and Related Marketing Operations.",8,Graduate/Professional Certificate,52188
5108,Allied Health and Medical Assisting Services.,4,Post-baccalaureate Certificate,51084
1205,Culinary Arts and Related Services.,8,Graduate/Professional Certificate,12058
1501,Architectural Engineering Technologies/Technicians.,4,Post-baccalaureate Certificate,15014
4700,"Mechanics and Repairers, General.",1,Undergraduate Certificate or Diploma,47001
5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",2,Associate's Degree,51202
5207,Entrepreneurial and Small Business Operations.,6,Doctoral Degree,52076
2202,Legal Research and Advanced Professional Studies.,4,Post-baccalaureate Certificate,22024
2299,"Legal Professions and Studies, Other.",4,Post-baccalaureate Certificate,22994
3023,Intercultural/Multicultural and Diversity Studies.,1,Undergraduate Certificate or Diploma,30231
1402,"Aerospace, Aeronautical and Astronautical Engineering.",1,Undergraduate Certificate or Diploma,14021
2611,"Biomathematics, Bioinformatics, and Computational Biology.",1,Undergraduate Certificate or Diploma,26111
3020,International/Global Studies.,2,Associate's Degree,30202
1514,Nuclear Engineering Technologies/Technicians.,1,Undergraduate Certificate or Diploma,15141
1311,Student Counseling and Personnel Services.,7,First Professional Degree,13117
1299,"Personal and Culinary Services, Other.",1,Undergraduate Certificate or Diploma,12991
907,"Radio, Television, and Digital Communication.",4,Post-baccalaureate Certificate,9074
4501,"Social Sciences, General.",4,Post-baccalaureate Certificate,45014
4599,"Social Sciences, Other.",4,Post-baccalaureate Certificate,45994
5006,Film/Video and Photographic Arts.,4,Post-baccalaureate Certificate,50064
5118,Ophthalmic and Optometric Support Services and Allied Professions.,8,Graduate/Professional Certificate,51188
6004,Medical Residency Programs - General Certificates.,2,Associate's Degree,60042
409,Architectural Sciences and Technology.,6,Doctoral Degree,4096
1428,Textile Sciences and Engineering.,3,Bachelors Degree,14283
1428,Textile Sciences and Engineering.,6,Doctoral Degree,14286
1440,Paper Science and Engineering.,5,Master's Degree,14405
1440,Paper Science and Engineering.,6,Doctoral Degree,14406
3016,Accounting and Computer Science.,5,Master's Degree,30165
5215,Real Estate.,6,Doctoral Degree,52156
5217,Insurance.,6,Doctoral Degree,52176
5219,"Specialized Sales, Merchandising and  Marketing Operations.",8,Graduate/Professional Certificate,52198
